央视,#genre#
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙江视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
哒啵赛事,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
古装剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
怡伴健康,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
潮妈辣婆,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
军旅剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
军事评论,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
中国功夫,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
家庭剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
惊悚悬疑,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
武博世界,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
炫舞未来,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
爱情喜剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品大剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品记录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
天津,#genre#
天津新闻,http://nas.hssvm.com:8888/udp/225.1.1.130:5002
天津文艺,http://nas.hssvm.com:8888/udp/225.1.1.131:5002
天津影视,http://nas.hssvm.com:8888/udp/225.1.1.149:5002
天津都市,http://nas.hssvm.com:8888/udp/225.1.1.128:5002
天津体育,http://nas.hssvm.com:8888/udp/225.1.1.122:5002
天津科教,http://nas.hssvm.com:8888/udp/225.1.1.129:5002
天津少儿,http://nas.hssvm.com:8888/udp/225.1.1.125:5002
天津购物,http://nas.hssvm.com:8888/udp/225.1.1.151:5002
天津IPTV,http://nas.hssvm.com:8888/udp/225.1.2.123:5002
天津购物自营,http://nas.hssvm.com:8888/udp/225.1.1.108:5002
天津文艺广播,http://nas.hssvm.com:8888/udp/225.1.1.171:5002
天津经济广播,http://nas.hssvm.com:8888/udp/225.1.1.172:5002
天津新闻广播,http://nas.hssvm.com:8888/udp/225.1.1.173:5002
天津生活广播,http://nas.hssvm.com:8888/udp/225.1.1.174:5002
天津交通广播,http://nas.hssvm.com:8888/udp/225.1.1.175:5002
天津相声广播,http://nas.hssvm.com:8888/udp/225.1.1.176:5002
天津小说广播,http://nas.hssvm.com:8888/udp/225.1.1.177:5002
天津滨海广播,http://nas.hssvm.com:8888/udp/225.1.1.178:5002
天津音乐广播,http://nas.hssvm.com:8888/udp/225.1.1.179:5002
天津农村广播,http://nas.hssvm.com:8888/udp/225.1.1.180:5002
滨海1,http://nas.hssvm.com:8888/udp/225.1.2.7:5002
滨海2,http://nas.hssvm.com:8888/udp/225.1.2.8:5002
大港油田企业,http://nas.hssvm.com:8888/udp/225.1.2.14:5002

陕西,#genre#

陕西都市青春,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225830/index.m3u8
陕西公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226334/index.m3u
陕西生活,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226331/index.m3u8
陕西体育休闲,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226093/index.m3u8
陕西卫视,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
陕西西部电影,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226332/index.m3u8
陕西新闻资讯,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225500/index.m3u8
陕西影视,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226329/index.m3u8
商洛公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226026/index.m3u8
商洛综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225666/index.m3u8
商南-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225953/index.m3u8
深圳卫视,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225592/index.m3u8
神木-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225694/index.m3u8
神木-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225893/index.m3u8
神木-2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225991/index.m3u8
石泉电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225879/index.m3u8
石泉电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226005/index.m3u8
太白电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225918/index.m3u8
铜川公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226020/index.m3u8
铜川综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225661/index.m3u8
铜川综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225820/index.m3u8
渭南公共频道,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226019/index.m3u8
渭南新闻综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225660/index.m3u8
吴起电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225910/index.m3u8
西安都市频道,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226016/index.m3u8
西安教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226014/index.m3u8
西安教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226015/index.m3u8
西安教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226037/index.m3u8
西安新闻综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225668/index.m3u8
西乡融媒,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225862/index.m3u8
咸阳公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226018/index.m3u8
咸阳综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225659/index.m3u8
咸阳综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225815/index.m3u8
兴平融媒,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225975/index.m3u8
旬阳民生文化,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225925/index.m3u8
旬阳新闻综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225844/index.m3u8
旬邑,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225985/index.m3u8
延安公共,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225699/index.m3u8
延安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225662/index.m3u8
延安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225700/index.m3u8
延川融媒,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225889/index.m3u8
延长电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225907/index.m3u8
阎良TV,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225866/index.m3u8
杨凌,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225900/index.m3u8
杨凌现代农业,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225901/index.m3u8
洋县电视台-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225871/index.m3u8
宜川电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225909/index.m3u8
永寿TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225980/index.m3u8
优优宝贝,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226023/index.m3u8
榆林综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225822/index.m3u8
榆阳1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225852/index.m3u8
榆阳2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225990/index.m3u8
柞水电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225877/index.m3u8
长安TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225841/index.m3u8
长安TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225896/index.m3u8
镇安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225876/index.m3u8
镇安综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225954/index.m3u8
镇巴电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225883/index.m3u8
镇坪综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225842/index.m3u8
镇坪综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226312/index.m3u8
镇坪综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226343/index.m3u8
志丹党员教育,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225989/index.m3u8
周至TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225837/index.m3u8
周至TV-1,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225867/index.m3u8
周至TV-2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225838/index.m3u8
周至TV-2,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225968/index.m3u8
子长电视台,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225887/index.m3u8
子洲TV,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226340/index.m3u8
子洲TV,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226341/index.m3u8
紫阳综合,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225845/index.m3u8


广东,#genre#

徐闻综合,http://ttww.doudouzi888.com:1354/11.php?id=xwzh
梅州综合,http://ttww.doudouzi888.com:1354/11.php?id=mzzh
梅州客家生活,http://ttww.doudouzi888.com:1354/11.php?id=mzkjsh
阳江-1综合,http://ttww.doudouzi888.com:1354/11.php?id=yjzh
阳江-2生活,http://ttww.doudouzi888.com:1354/11.php?id=yjsh
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss



江西,#genre#
江西卫视,http://220.176.218.35:8888/udp/239.252.220.63:5140?$江西上饶电信
江西新闻,http://220.176.218.35:8888/udp/239.252.220.100:5140?$江西上饶电信
江西都市,http://220.176.218.35:8888/udp/239.252.220.238:5140?$江西上饶电信
江西公共,http://220.176.218.35:8888/udp/239.252.220.102:5140?$江西上饶电信
江西经济,http://220.176.218.35:8888/udp/239.252.219.173:5140?$江西上饶电信
江西影视,http://220.176.218.35:8888/udp/239.252.220.242:5140?$江西上饶电信
江西教育,http://220.176.218.35:8888/udp/239.252.219.115:5140?$江西上饶电信
江西少儿,http://220.176.218.35:8888/udp/239.252.219.113:5140?$江西上饶电信
江西卫视,http://117.43.80.219:9999/udp/239.252.220.63:5140?$赣州电信组播
江西新闻,http://117.43.80.219:9999/udp/239.252.220.100:5140?$赣州电信组播
江西都市,http:/117.43.80.219:9999/udp/239.252.220.238:5140?$赣州电信组播
江西公共,http://117.43.80.219:9999/udp/239.252.220.102:5140?$赣州电信组播
江西经济,http://117.43.80.219:9999/udp/239.252.219.173:5140?$赣州电信组播
江西影视,http://117.43.80.219:9999/udp/239.252.220.242:5140?$赣州电信组播
江西教育,http://117.43.80.219:9999/udp/239.252.219.115:5140?$赣州电信组播
江西少儿,http://117.43.80.219:9999/udp/239.252.219.113:5140?$赣州电信组播
赣州新闻,http://wb.jxgztv.com/live/gztv1.flv
赣州公共,http://wb.jxgztv.com/live/gztv2.flv
赣州教育,http://wb.jxgztv.com/live/gztv3.flv
万载综合频道,http://live-echotv.cdnvideo.ru/echotv/echotv.sdp/playlist.m3u8

重庆,#genre#
重庆新闻,http://pt.aisx.cc:99/zb/cqyx.php?id=cqxw
重庆科教,http://pt.aisx.cc:99/zb/cqyx.php?id=cqkj
重庆影视,http://pt.aisx.cc:99/zb/cqyx.php?id=cqys
重庆文娱,http://pt.aisx.cc:99/zb/cqyx.php?id=cqwtyl
重庆少儿,http://pt.aisx.cc:99/zb/cqyx.php?id=cqse
重庆时尚,http://pt.aisx.cc:99/zb/cqyx.php?id=cqsssh
重庆新村,http://pt.aisx.cc:99/zb/cqyx.php?id=cqxnc
重庆社法,http://pt.aisx.cc:99/zb/cqyx.php?id=cqshyf
重庆移动,http://pt.aisx.cc:99/zb/cqyx.php?id=cqyd
重庆汽摩,http://pt.aisx.cc:99/zb/cqyx.php?id=cqqm
重广融媒,http://pt.aisx.cc:99/zb/cqyx.php?id=cgrm
爱看导视,http://pt.aisx.cc:99/zb/cqyx.php?id=akds
合川综合,http://pt.aisx.cc:99/zb/cqyx.php?id=hczh
长寿综合,http://pt.aisx.cc:99/zb/cqyx.php?id=cszh
酉阳综合,http://pt.aisx.cc:99/zb/cqyx.php?id=yyzh
云阳综合,http://pt.aisx.cc:99/zb/cqyx.php?id=yunyzh
铜梁综合,http://pt.aisx.cc:99/zb/cqyx.php?id=tlzh

湖南,#genre#
湖南爱晚,http://222.241.154.37:9901/tsfile/live/23022_1.m3u8
湖南电视剧,http://222.241.154.37:9901/tsfile/live/23026_1.m3u8
湖南电影,http://222.241.154.37:9901/tsfile/live/23025_1.m3u8
湖南都市,http://222.241.154.37:9901/tsfile/live/23021_1.m3u8
湖南国际,http://222.241.154.37:9901/tsfile/live/23024_1.m3u8
湖南经视,http://222.241.154.37:9901/tsfile/live/23020_1.m3u8
湖南娱乐,http://222.241.154.37:9901/tsfile/live/23023_1.m3u8
湖南教育,http://222.241.154.37:9901/tsfile/live/23027_1.m3u8
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
湖南教育,http://php.jdshipin.com:8880/iptv.php?id=hnjy
湖南卫视,http://nas.0731wang.com:14022/rtp/239.76.253.100:9000
湖南经视,http://nas.0731wang.com:14022/rtp/239.76.253.103:9000
湖南国际,http://nas.0731wang.com:14022/rtp/239.76.253.102:9000
湖南爱晚,http://nas.0731wang.com:14022/rtp/239.76.253.109:9000
湖南都市,http://nas.0731wang.com:14022/rtp/239.76.245.117:1234
湖南电视剧,http://nas.0731wang.com:14022/rtp/239.76.253.108:9000
湖南教育,http://nas.0731wang.com:14022/udp/239.76.252.233:9000
湖南电影,http://nas.0731wang.com:14022/rtp/239.76.253.106:9000
湖南娱乐,http://nas.0731wang.com:14022/rtp/239.76.253.105:9000
金鹰纪实,http://nas.0731wang.com:14022/udp/239.76.253.110:9000
湘潭综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
湘潭新闻综合,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
岳阳公共,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8


湖北,#genre#
武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰新闻综合,https://p8.vzan.com/slowlive/034028687228317362/live.m3u8?zbid=351104&tpid=868100086
十堰经济旅游,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&tpid=1550600621
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8
宜昌综合,https://yichang-live21.cjyun.org/10091/10091-yczh.m3u8?auth_key=1735660799-0-0-152a9f6a201d7d56428feae52d4b18b8
三峡旅游,https://yichang-live21.cjyun.org/10091/s10091-ycly.m3u8?auth_key=1735660799-0-0-3232283b7b347bb21b712ea8398761d1
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?zhubd
荆门教育,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8
池州综合,http://wjsp.chiznews.com:8037/live/xwzh.m3u8
池州生活,http://wjsp.chiznews.com:8037/live/wjsh.m3u8
扬州综合,https://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市,https://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活,https://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江,https://cm-wshls.homecdn.com/live/8c3.m3u8
湖北卫视,http://doityoume.x3322.net:5100/rtp/239.254.96.115:8664?$武汉电信组播
湖北综合,http://doityoume.x3322.net:5100/rtp/239.69.1.42:9892?$武汉电信组播
湖北经视,http://doityoume.x3322.net:5100/rtp/239.69.1.41:9886?$武汉电信组播
湖北公共,http://doityoume.x3322.net:5100/rtp/239.69.1.40:9880?$武汉电信组播
湖北生活,http://doityoume.x3322.net:5100/rtp/239.69.1.205:10872?$武汉电信组播
湖北垄上,http://doityoume.x3322.net:5100/rtp/239.69.1.43:9898?$武汉电信组播
湖北影视,http://doityoume.x3322.net:5100/rtp/239.69.1.204:10866?$武汉电信组播
湖北教育,http://doityoume.x3322.net:5100/rtp/239.69.1.206:10878?$武汉电信组播
武汉新闻,http://doityoume.x3322.net:5100/rtp/239.69.1.145:10506?$武汉电信组播
武汉经济,http://doityoume.x3322.net:5100/rtp/239.69.1.35:9850?$武汉电信组播
武汉电视,http://doityoume.x3322.net:5100/rtp/239.69.1.146:10512?$武汉电信组播
武汉科技,http://doityoume.x3322.net:5100/rtp/239.69.1.251:11148?$武汉电信组播
武汉文体,http://doityoume.x3322.net:5100/rtp/239.69.1.147:10518?$武汉电信组播
武汉教育,http://doityoume.x3322.net:5100/rtp/239.69.1.60:9994?$武汉电信组播
武汉外语,http://doityoume.x3322.net:5100/rtp/239.69.1.36:9856?$武汉电信组播
房县综合,http://doityoume.x3322.net:5100/rtp/239.69.1.192:10794?$武汉电信组播
蔡甸综合,http://doityoume.x3322.net:5100/rtp/239.69.1.245:11112?$武汉电信组播
阳新综合,http://doityoume.x3322.net:5100/rtp/239.69.1.34:9844?$武汉电信组播
房县综合,http://doityoume.x3322.net:5100/rtp/239.69.1.192:10794?$武汉电信组播
湖北卫视,http://183.92.4.163:4000/udp/228.0.0.60:6108?$湖北恩施联通
湖北综合,http://183.92.4.163:4000/udp/228.0.0.126:6108?$湖北恩施联通
湖北经视,http://183.92.4.163:4000/udp/228.0.0.125:6108?$湖北恩施联通
湖北生活,http://183.92.4.163:4000/udp/228.0.0.204:6108?$湖北恩施联通
湖北公共,http://183.92.4.163:4000/udp/228.0.0.124:6108?$湖北恩施联通
湖北垄上,http://183.92.4.163:4000/udp/228.0.0.127:6108?$湖北恩施联通
湖北影视,http://183.92.4.163:4000/udp/228.0.0.205:6108?$湖北恩施联通
湖北教育,http://183.92.4.163:4000/udp/228.0.0.206:6108?$湖北恩施联通
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8?$云播
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8?$云播
武汉新闻,http://stream.appwuhan.com/1tzb/sd/live.m3u8?$云播
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8?$云播
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8?$云播
荆门公共,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8?$湖北荆门电信
荆门新闻,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8?$湖北荆门电信
荆门科教,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8?$湖北荆门电信
江夏新闻,http://59.175.226.142:280/gb28181/xwzh.m3u8?zhubd
麻城综合,http://119.36.30.199:8888/mctv1.m3u8
黄石新闻,https://live-stream.lsxrmtzx.com/live/video.m3u8
十堰新闻,http://p8.vzan.com/slowlive/034028687228317362/live.m3u8
十堰经济,https://p8.vzan.com/slowlive/701367497774448672/live.m3u8?zbid=351104&amp;tpid=1550600621
