

秒开,#genre#
广东公共,http://219.159.194.157:8181/tsfile/live/1002_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广东科教,http://219.159.194.157:8181/tsfile/live/1003_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广东影视,http://219.159.194.157:8181/tsfile/live/1004_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广东少儿,http://219.159.194.157:8181/tsfile/live/1005_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
岭南戏剧,http://219.159.194.157:8181/tsfile/live/1006_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广东新闻,http://219.159.194.157:8181/tsfile/live/1007_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广西影视,http://219.159.194.157:8181/tsfile/live/1009_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广西综艺,http://219.159.194.157:8181/tsfile/live/1010_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广西都市,http://219.159.194.157:8181/tsfile/live/1011_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
广西新闻,http://219.159.194.157:8181/tsfile/live/1012_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
南宁影视,http://219.159.194.157:8181/tsfile/live/1013_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
南宁公共,http://219.159.194.157:8181/tsfile/live/1014_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
北京卫视,http://219.159.194.157:8181/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
东南卫视,http://219.159.194.157:8181/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
CCTV5+,http://171.38.195.114:8088/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
CCTV5+,http://171.38.192.25:8088/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
CCTV5+,http://219.159.194.157:8181/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
CCTV5+,http://171.38.195.227:8088/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727184621$晚高峰卡
CGTN,http://183.236.161.100:8834/live1035.m3u8$晚高峰卡
CGTN,http://183.236.161.116:8834/live1035.m3u8$晚高峰卡
CCTV1,http://183.236.161.116:8818/live1019.m3u8$晚高峰卡
CCTV1,http://120.238.148.3:8833/live1034.m3u8$晚高峰卡
CCTV1,http://183.236.161.100:8818/live1019.m3u8$晚高峰卡
CCTV2,http://120.238.148.3:8834/live1035.m3u8$晚高峰卡
CCTV2,http://183.236.161.100:8819/live1020.m3u8$晚高峰卡
CCTV2,http://183.236.161.116:8819/live1020.m3u8$晚高峰卡
CCTV3,http://120.238.148.3:8835/live1036.m3u8$晚高峰卡
CCTV3,http://183.236.161.116:8869/live1075.m3u8$晚高峰卡
CCTV3,http://183.236.161.100:8869/live1075.m3u8$晚高峰卡
CCTV4,http://183.236.161.116:8802/live1184.m3u8$晚高峰卡
CCTV4,http://120.238.148.3:8836/live1037.m3u8$晚高峰卡
CCTV4,http://183.236.161.100:8802/live1184.m3u8$晚高峰卡
CCTV5,http://183.236.161.116:8821/live1022.m3u8$晚高峰卡
CCTV5,http://183.236.161.100:8821/live1022.m3u8$晚高峰卡
CCTV5,http://120.238.148.3:8837/live1038.m3u8$晚高峰卡
CCTV6,http://183.236.161.116:8822/live1023.m3u8$晚高峰卡
CCTV6,http://120.238.148.3:8838/live1039.m3u8$晚高峰卡
CCTV6,http://183.236.161.100:8822/live1023.m3u8$晚高峰卡
CCTV7,http://120.238.148.3:8839/live1040.m3u8$晚高峰卡
CCTV7,http://183.236.161.100:8823/live1024.m3u8$晚高峰卡
CCTV7,http://183.236.161.116:8823/live1024.m3u8$晚高峰卡
CCTV8,http://183.236.161.100:8826/live1027.m3u8$晚高峰卡
CCTV8,http://120.238.148.3:8840/live1041.m3u8$晚高峰卡
CCTV8,http://183.236.161.116:8826/live1027.m3u8$晚高峰卡
CCTV9,http://183.236.161.100:8827/live1028.m3u8$晚高峰卡
CCTV9,http://120.238.148.3:8841/live1042.m3u8$晚高峰卡
CCTV9,http://183.236.161.116:8827/live1028.m3u8$晚高峰卡
CCTV10,http://120.238.148.3:8842/live1043.m3u8$晚高峰卡
CCTV10,http://183.236.161.100:8828/live1029.m3u8$晚高峰卡
CCTV10,http://183.236.161.116:8828/live1029.m3u8$晚高峰卡
CCTV11,http://120.238.148.3:8843/live1044.m3u8$晚高峰卡
CCTV11,http://183.236.161.116:8829/live1030.m3u8$晚高峰卡
CCTV11,http://183.236.161.100:8829/live1030.m3u8$晚高峰卡
CCTV12,http://183.236.161.116:8830/live1031.m3u8$晚高峰卡
CCTV12,http://120.238.148.3:8844/live1045.m3u8$晚高峰卡
CCTV12,http://183.236.161.100:8830/live1031.m3u8$晚高峰卡
CCTV13,http://120.238.148.3:8845/live1046.m3u8$晚高峰卡
CCTV13,http://183.236.161.100:8870/live1076.m3u8$晚高峰卡
CCTV13,http://183.236.161.116:8870/live1076.m3u8$晚高峰卡
CCTV14,http://120.238.148.3:8846/live1047.m3u8$晚高峰卡
CCTV14,http://183.236.161.100:8832/live1033.m3u8$晚高峰卡
CCTV14,http://183.236.161.116:8832/live1033.m3u8$晚高峰卡
CCTV15,http://183.236.161.116:8833/live1034.m3u8$晚高峰卡
CCTV15,http://120.238.148.3:8847/live1048.m3u8$晚高峰卡
CCTV15,http://183.236.161.100:8833/live1034.m3u8$晚高峰卡
CCTV17,http://183.236.161.116:8835/live1036.m3u8$晚高峰卡
CCTV17,http://120.238.148.3:8852/live1106.m3u8$晚高峰卡
CCTV17,http://183.236.161.100:8835/live1036.m3u8$晚高峰卡
PTV热播剧场,http://183.236.161.100:8807/live1182.m3u8$晚高峰卡
浙江卫视,http://183.236.161.100:8837/live1038.m3u8$晚高峰卡
PTV法治,http://183.236.161.100:8806/live1181.m3u8$晚高峰卡
黑龙江卫视,http://183.236.161.100:8825/live1051.m3u8$晚高峰卡
湖南卫视,http://183.236.161.100:8836/live1037.m3u8$晚高峰卡
PTV少儿动画,http://183.236.161.100:8808/live1183.m3u8$晚高峰卡
嘉佳卡通,http://183.236.161.100:8810/live1011.m3u8$晚高峰卡
现代教育,http://183.236.161.100:8816/live1017.m3u8$晚高峰卡
辽宁卫视,http://183.236.161.100:8824/live1050.m3u8$晚高峰卡
贵州卫视,http://183.236.161.100:8831/live1052.m3u8$晚高峰卡
珠海-1,http://120.238.148.3:8887/live1088.m3u8$晚高峰卡
沙卫视,http://183.236.161.100:8805/live1180.m3u8$晚高峰卡
吉林卫视,http://120.238.148.3:8886/live1119.m3u8$晚高峰卡
宁夏,http://120.238.148.3:8874/live1075.m3u8$晚高峰卡
陕西卫视,http://120.238.148.3:8875/live1076.m3u8$晚高峰卡
天津卫视,http://120.238.148.3:8876/live1118.m3u8$晚高峰卡
山东卫视,http://120.238.148.3:8877/live1102.m3u8$晚高峰卡
深圳卫视,http://120.238.148.3:8878/live1079.m3u8$晚高峰卡
新疆卫视,http://120.238.148.3:8879/live1080.m3u8$晚高峰卡
青海卫视,http://120.238.148.3:8880/live1081.m3u8$晚高峰卡
内蒙古,http://120.238.148.3:8881/live1082.m3u8$晚高峰卡
广西卫视,http://120.238.148.3:8882/live1083.m3u8$晚高峰卡
安徽卫视,http://120.238.148.3:8883/live1084.m3u8$晚高峰卡
东方卫视,http://183.236.161.100:8839/live1040.m3u8$晚高峰卡
CTV怀旧剧场,http://183.236.161.100:8804/live1179.m3u8$晚高峰卡
辽宁卫视,http://120.238.148.3:8888/live1122.m3u8$晚高峰卡
北京卫视,http://120.238.148.3:8889/live1121.m3u8$晚高峰卡
国学频道,http://120.238.148.3:8890/live1091.m3u8$晚高峰卡
贵州卫视,http://120.238.148.3:8891/live1123.m3u8$晚高峰卡
黑龙江,http://120.238.148.3:8892/live1093.m3u8$晚高峰卡
湛江综合,http://120.238.148.3:8897/live1098.m3u8$晚高峰卡
湛江公共,http://120.238.148.3:8898/live1099.m3u8$晚高峰卡
西藏卫视,http://120.238.148.3:8899/live1100.m3u8$晚高峰卡
摩,http://183.236.161.100:8800/live1176.m3u8$晚高峰卡
珠江台,http://183.236.161.100:8801/live1002.m3u8$晚高峰卡
HC电影,http://183.236.161.100:8803/live1178.m3u8$晚高峰卡
江苏卫视,http://183.236.161.100:8838/live1039.m3u8$晚高峰卡
云南卫视,http://183.236.161.100:8849/live1055.m3u8$晚高峰卡
安徽卫视,http://183.236.161.100:8840/live1041.m3u8$晚高峰卡
IPTV经典电影,http://183.236.161.100:8928/live1166.m3u8$晚高峰卡
金鹰卡通,http://183.236.161.100:8898/live1105.m3u8$晚高峰卡
CTV中学生,http://183.236.161.100:8901/live1108.m3u8$晚高峰卡
CTV老故事,http://183.236.161.100:8903/live1110.m3u8$晚高峰卡
边卫视1,http://183.236.161.100:8905/live1112.m3u8$晚高峰卡
CTV新科动漫,http://183.236.161.100:8913/live1120.m3u8$晚高峰卡
PTV3+,http://183.236.161.100:8916/live1123.m3u8$晚高峰卡
PTV5+体育,http://183.236.161.100:8917/live1124.m3u8$晚高峰卡
PTV6+,http://183.236.161.100:8918/live1125.m3u8$晚高峰卡
PTV8+,http://183.236.161.100:8919/live1126.m3u8$晚高峰卡
PTV相声小品,http://183.236.161.100:8920/live1127.m3u8$晚高峰卡
PTV谍战剧场,http://183.236.161.100:8921/live1128.m3u8$晚高峰卡
PTV野外,http://183.236.161.100:8922/live1129.m3u8$晚高峰卡
PTV魅力时尚,http://183.236.161.100:8924/live1131.m3u8$晚高峰卡
PTV经典电影,http://183.236.161.100:8925/live1132.m3u8$晚高峰卡
圳都市,http://183.236.161.100:8938/live1145.m3u8$晚高峰卡
TVS-5广东少儿,http://183.236.161.100:8894/live1101.m3u8$晚高峰卡
圳电视剧,http://183.236.161.100:8939/live1146.m3u8$晚高峰卡
圳财经生活,http://183.236.161.100:8940/live1147.m3u8$晚高峰卡
重庆卫视,http://183.236.161.100:8941/live1148.m3u8$晚高峰卡
圳娱乐,http://183.236.161.100:8942/live1149.m3u8$晚高峰卡
圳体育健康,http://183.236.161.100:8943/live1150.m3u8$晚高峰卡
圳公共,http://183.236.161.100:8945/live1152.m3u8$晚高峰卡
学频道,http://183.236.161.100:8950/live1157.m3u8$晚高峰卡
画,http://183.236.161.100:8955/live1162.m3u8$晚高峰卡
实人文,http://183.236.161.100:8956/live1163.m3u8$晚高峰卡
索纪录,http://183.236.161.100:8958/live1165.m3u8$晚高峰卡
房组播阳江1,http://183.236.161.100:8962/live1173.m3u8$晚高峰卡
岭南戏曲,http://183.236.161.100:8896/live1103.m3u8$晚高峰卡
广东影视,http://183.236.161.100:8893/live1100.m3u8$晚高峰卡
北京卫视,http://183.236.161.100:8841/live1042.m3u8$晚高峰卡
海南卫视,http://183.236.161.100:8856/live1062.m3u8$晚高峰卡
天津卫视,http://183.236.161.100:8842/live1043.m3u8$晚高峰卡
山东卫视,http://183.236.161.100:8843/live1044.m3u8$晚高峰卡
江西卫视,http://183.236.161.100:8844/live1045.m3u8$晚高峰卡
深圳卫视,http://183.236.161.100:8845/live1049.m3u8$晚高峰卡
四川卫视,http://183.236.161.100:8846/live1053.m3u8$晚高峰卡
湖北卫视,http://183.236.161.100:8847/live1048.m3u8$晚高峰卡
河南卫视,http://183.236.161.100:8848/live1054.m3u8$晚高峰卡
珠海-2,http://120.238.148.3:8869/live1070.m3u8$晚高峰卡
河北卫视,http://183.236.161.100:8850/live1056.m3u8$晚高峰卡
东南卫视,http://183.236.161.100:8851/live1057.m3u8$晚高峰卡
陕西卫视,http://183.236.161.100:8852/live1058.m3u8$晚高峰卡
山西卫视,http://183.236.161.100:8853/live1059.m3u8$晚高峰卡
内蒙古,http://183.236.161.100:8854/live1060.m3u8$晚高峰卡
青海卫视,http://183.236.161.100:8855/live1061.m3u8$晚高峰卡
宁夏卫视,http://183.236.161.100:8857/live1063.m3u8$晚高峰卡
大湾区卫视,http://183.236.161.100:8892/live1099.m3u8$晚高峰卡
厦门卫视,http://183.236.161.100:8868/live1074.m3u8$晚高峰卡
广东经济科教,http://183.236.161.100:8891/live1098.m3u8$晚高峰卡
广东体育,http://183.236.161.100:8889/live1096.m3u8$晚高峰卡
广东公共,http://183.236.161.100:8888/live1095.m3u8$晚高峰卡
广东新闻,http://183.236.161.100:8887/live1094.m3u8$晚高峰卡
广东卫视,http://183.236.161.100:8886/live1093.m3u8$晚高峰卡
房组播阳江2,http://183.236.161.100:8885/live1175.m3u8$晚高峰卡
山东教育卫视,http://183.236.161.100:8866/live1072.m3u8$晚高峰卡
西藏卫视,http://183.236.161.100:8858/live1064.m3u8$晚高峰卡
CETV-1,http://183.236.161.100:8865/live1071.m3u8$晚高峰卡
哈哈炫动,http://183.236.161.100:8864/live1070.m3u8$晚高峰卡
北京少儿,http://183.236.161.100:8862/live1068.m3u8$晚高峰卡
兵团卫视,http://183.236.161.100:8861/live1067.m3u8$晚高峰卡
甘肃卫视,http://183.236.161.100:8860/live1066.m3u8$晚高峰卡
新疆卫视,http://183.236.161.100:8859/live1065.m3u8$晚高峰卡
法治,http://120.238.148.3:8871/live1072.m3u8$晚高峰卡
摩,http://183.236.161.116:8800/live1176.m3u8$晚高峰卡
电影一,http://120.238.148.3:8867/live1068.m3u8$晚高峰卡
广东卫视,http://183.236.161.116:8886/live1093.m3u8$晚高峰卡
海南卫视,http://183.236.161.116:8856/live1062.m3u8$晚高峰卡
宁夏卫视,http://183.236.161.116:8857/live1063.m3u8$晚高峰卡
西藏卫视,http://183.236.161.116:8858/live1064.m3u8$晚高峰卡
新疆卫视,http://183.236.161.116:8859/live1065.m3u8$晚高峰卡
甘肃卫视,http://183.236.161.116:8860/live1066.m3u8$晚高峰卡
兵团卫视,http://183.236.161.116:8861/live1067.m3u8$晚高峰卡
北京少儿,http://183.236.161.116:8862/live1068.m3u8$晚高峰卡
哈哈炫动,http://183.236.161.116:8864/live1070.m3u8$晚高峰卡
CETV-1,http://183.236.161.116:8865/live1071.m3u8$晚高峰卡
山东教育卫视,http://183.236.161.116:8866/live1072.m3u8$晚高峰卡
厦门卫视,http://183.236.161.116:8868/live1074.m3u8$晚高峰卡
房组播阳江2,http://183.236.161.116:8885/live1175.m3u8$晚高峰卡
广东新闻,http://183.236.161.116:8887/live1094.m3u8$晚高峰卡
内蒙古,http://183.236.161.116:8854/live1060.m3u8$晚高峰卡
广东公共,http://183.236.161.116:8888/live1095.m3u8$晚高峰卡
广东体育,http://183.236.161.116:8889/live1096.m3u8$晚高峰卡
广东经济科教,http://183.236.161.116:8891/live1098.m3u8$晚高峰卡
大湾区卫视,http://183.236.161.116:8892/live1099.m3u8$晚高峰卡
广东影视,http://183.236.161.116:8893/live1100.m3u8$晚高峰卡
TVS-5广东少儿,http://183.236.161.116:8894/live1101.m3u8$晚高峰卡
岭南戏曲,http://183.236.161.116:8896/live1103.m3u8$晚高峰卡
金鹰卡通,http://183.236.161.116:8898/live1105.m3u8$晚高峰卡
CTV中学生,http://183.236.161.116:8901/live1108.m3u8$晚高峰卡
CTV老故事,http://183.236.161.116:8903/live1110.m3u8$晚高峰卡
边卫视1,http://183.236.161.116:8905/live1112.m3u8$晚高峰卡
CTV新科动漫,http://183.236.161.116:8913/live1120.m3u8$晚高峰卡
PTV3+,http://183.236.161.116:8916/live1123.m3u8$晚高峰卡
青海卫视,http://183.236.161.116:8855/live1061.m3u8$晚高峰卡
山西卫视,http://183.236.161.116:8853/live1059.m3u8$晚高峰卡
电影,http://120.238.148.3:8866/live1067.m3u8$晚高峰卡
浙江卫视,http://183.236.161.116:8837/live1038.m3u8$晚高峰卡
HC电影,http://183.236.161.116:8803/live1178.m3u8$晚高峰卡
CTV怀旧剧场,http://183.236.161.116:8804/live1179.m3u8$晚高峰卡
沙卫视,http://183.236.161.116:8805/live1180.m3u8$晚高峰卡
PTV法治,http://183.236.161.116:8806/live1181.m3u8$晚高峰卡
PTV热播剧场,http://183.236.161.116:8807/live1182.m3u8$晚高峰卡
PTV少儿动画,http://183.236.161.116:8808/live1183.m3u8$晚高峰卡
嘉佳卡通,http://183.236.161.116:8810/live1011.m3u8$晚高峰卡
现代教育,http://183.236.161.116:8816/live1017.m3u8$晚高峰卡
辽宁卫视,http://183.236.161.116:8824/live1050.m3u8$晚高峰卡
黑龙江卫视,http://183.236.161.116:8825/live1051.m3u8$晚高峰卡
贵州卫视,http://183.236.161.116:8831/live1052.m3u8$晚高峰卡
湖南卫视,http://183.236.161.116:8836/live1037.m3u8$晚高峰卡
江苏卫视,http://183.236.161.116:8838/live1039.m3u8$晚高峰卡
陕西卫视,http://183.236.161.116:8852/live1058.m3u8$晚高峰卡
东方卫视,http://183.236.161.116:8839/live1040.m3u8$晚高峰卡
安徽卫视,http://183.236.161.116:8840/live1041.m3u8$晚高峰卡
北京卫视,http://183.236.161.116:8841/live1042.m3u8$晚高峰卡
天津卫视,http://183.236.161.116:8842/live1043.m3u8$晚高峰卡
山东卫视,http://183.236.161.116:8843/live1044.m3u8$晚高峰卡
江西卫视,http://183.236.161.116:8844/live1045.m3u8$晚高峰卡
深圳卫视,http://183.236.161.116:8845/live1049.m3u8$晚高峰卡
四川卫视,http://183.236.161.116:8846/live1053.m3u8$晚高峰卡
湖北卫视,http://183.236.161.116:8847/live1048.m3u8$晚高峰卡
河南卫视,http://183.236.161.116:8848/live1054.m3u8$晚高峰卡
云南卫视,http://183.236.161.116:8849/live1055.m3u8$晚高峰卡
河北卫视,http://183.236.161.116:8850/live1056.m3u8$晚高峰卡
东南卫视,http://183.236.161.116:8851/live1057.m3u8$晚高峰卡
PTV5+体育,http://183.236.161.116:8917/live1124.m3u8$晚高峰卡
PTV6+,http://183.236.161.116:8918/live1125.m3u8$晚高峰卡
PTV8+,http://183.236.161.116:8919/live1126.m3u8$晚高峰卡
河南卫视,http://120.238.148.3:8823/live1024.m3u8$晚高峰卡
嘉佳卡通,http://120.238.148.3:8810/live1011.m3u8$晚高峰卡
尾倒阳江1,http://120.238.148.3:8812/live1104.m3u8$晚高峰卡
岭南戏曲,http://120.238.148.3:8813/live1014.m3u8$晚高峰卡
现代教育,http://120.238.148.3:8814/live1015.m3u8$晚高峰卡
移动频道,http://120.238.148.3:8815/live1016.m3u8$晚高峰卡
湖南卫视,http://120.238.148.3:8816/live1017.m3u8$晚高峰卡
浙江卫视,http://120.238.148.3:8817/live1018.m3u8$晚高峰卡
江苏卫视,http://120.238.148.3:8818/live1019.m3u8$晚高峰卡
东方卫视,http://120.238.148.3:8819/live1020.m3u8$晚高峰卡
厦门卫视,http://120.238.148.3:8820/live1021.m3u8$晚高峰卡
江西卫视,http://120.238.148.3:8821/live1022.m3u8$晚高峰卡
四川卫视,http://120.238.148.3:8822/live1023.m3u8$晚高峰卡
云南卫视,http://120.238.148.3:8824/live1025.m3u8$晚高峰卡
广东影视,http://120.238.148.3:8808/live1009.m3u8$晚高峰卡
东南卫视,http://120.238.148.3:8825/live1026.m3u8$晚高峰卡
山西卫视,http://120.238.148.3:8827/live1028.m3u8$晚高峰卡
海南卫视,http://120.238.148.3:8828/live1029.m3u8$晚高峰卡
北京少儿,http://120.238.148.3:8829/live1030.m3u8$晚高峰卡
金鹰卡通,http://120.238.148.3:8830/live1031.m3u8$晚高峰卡
哈哈炫动,http://120.238.148.3:8831/live1032.m3u8$晚高峰卡
珠江台,http://183.236.161.116:8801/live1002.m3u8$晚高峰卡
延边卫视,http://120.238.148.3:8853/live1054.m3u8$晚高峰卡
湖北卫视,http://120.238.148.3:8857/live1115.m3u8$晚高峰卡
甘肃卫视,http://120.238.148.3:8859/live1116.m3u8$晚高峰卡
三沙卫视,http://120.238.148.3:8860/live1061.m3u8$晚高峰卡
河北卫视,http://120.238.148.3:8862/live1117.m3u8$晚高峰卡
尾倒阳西综合,http://120.238.148.3:8865/live1126.m3u8$晚高峰卡
TVS-5广东少儿,http://120.238.148.3:8809/live1010.m3u8$晚高峰卡
大弯区卫视,http://120.238.148.3:8807/live1008.m3u8$晚高峰卡
PTV相声小品,http://183.236.161.116:8920/live1127.m3u8$晚高峰卡
广东经济科教,http://120.238.148.3:8806/live1007.m3u8$晚高峰卡
PTV谍战剧场,http://183.236.161.116:8921/live1128.m3u8$晚高峰卡
PTV野外,http://183.236.161.116:8922/live1129.m3u8$晚高峰卡
PTV魅力时尚,http://183.236.161.116:8924/live1131.m3u8$晚高峰卡
PTV经典电影,http://183.236.161.116:8925/live1132.m3u8$晚高峰卡
IPTV经典电影,http://183.236.161.116:8928/live1166.m3u8$晚高峰卡
圳都市,http://183.236.161.116:8938/live1145.m3u8$晚高峰卡
圳电视剧,http://183.236.161.116:8939/live1146.m3u8$晚高峰卡
圳财经生活,http://183.236.161.116:8940/live1147.m3u8$晚高峰卡
重庆卫视,http://183.236.161.116:8941/live1148.m3u8$晚高峰卡
圳娱乐,http://183.236.161.116:8942/live1149.m3u8$晚高峰卡
圳体育健康,http://183.236.161.116:8943/live1150.m3u8$晚高峰卡
圳公共,http://183.236.161.116:8945/live1152.m3u8$晚高峰卡
学频道,http://183.236.161.116:8950/live1157.m3u8$晚高峰卡
画,http://183.236.161.116:8955/live1162.m3u8$晚高峰卡
实人文,http://183.236.161.116:8956/live1163.m3u8$晚高峰卡
索纪录,http://183.236.161.116:8958/live1165.m3u8$晚高峰卡
场凤凰资讯,http://183.236.161.116:8960/live1171.m3u8$晚高峰卡
场凤凰卫视,http://183.236.161.116:8961/live1172.m3u8$晚高峰卡
房组播阳江1,http://183.236.161.116:8962/live1173.m3u8$晚高峰卡
房组播广东体育,http://183.236.161.116:8963/live1174.m3u8$晚高峰卡
珠江台,http://120.238.148.3:8800/live1001.m3u8$晚高峰卡
广东民生,http://120.238.148.3:8801/live1002.m3u8$晚高峰卡
广东卫视,http://120.238.148.3:8802/live1003.m3u8$晚高峰卡
广东新闻,http://120.238.148.3:8803/live1004.m3u8$晚高峰卡
广东体育,http://120.238.148.3:8804/live1005.m3u8$晚高峰卡
重庆卫视,http://120.238.148.3:8805/live1112.m3u8$晚高峰卡
房组播广东体育,http://183.236.161.100:8963/live1174.m3u8$晚高峰卡
CCTV5+,http://183.236.161.100:8915/live1122.m3u8$晚高峰卡
CCTV5+,http://183.236.161.116:8915/live1122.m3u8$晚高峰卡

全网,#genre#
CCTV1,http://video.qd.sdu.edu.cn/liverespath/b455c7a019d404d571655c457e0ee8a9440a7802/index.m3u8
CCTV2,http://video.qd.sdu.edu.cn/liverespath/6b13fe5368d391761312a985ace065c0ecad2f5e/index.m3u8
CCTV3,http://video.qd.sdu.edu.cn/liverespath/f76f9947c68be18d7a456e25aa59a08c5747e6a5/index.m3u8
CCTV4,http://video.qd.sdu.edu.cn/liverespath/c70d81eefb04fef7777c2a5aab4ddc9459ce4246/index.m3u8
CCTV5,http://video.qd.sdu.edu.cn/liverespath/3f76badfb3a23d95f26ff573a93902bbdb8b8e98/index.m3u8
CCTV5+,http://video.qd.sdu.edu.cn/liverespath/7b02d30e42de3c0078c158ce81421accad3a8400/index.m3u8
CCTV6,http://video.qd.sdu.edu.cn/liverespath/f2f39ee2105c85c32df375728a51b5d89d3afab4/index.m3u8
CCTV7,http://video.qd.sdu.edu.cn/liverespath/f116a0a5035935a3435155998163d8eaa60554c3/index.m3u8
CCTV8,http://video.qd.sdu.edu.cn/liverespath/9e6e3b618b5dc902d992949f0c669bb674f6cde8/index.m3u8
CCTV9,http://video.qd.sdu.edu.cn/liverespath/0d0f0da65ba843b8d1dd6fed315bfea896ddd20d/index.m3u8
CCTV10,http://video.qd.sdu.edu.cn/liverespath/96f212c8bb9eca90c8f15ae041b4f64b3a3ba67b/index.m3u8
CCTV11,http://video.qd.sdu.edu.cn/liverespath/3d0aa0f1604f13f0ae90c2dc0590ca22a1bcaaa2/index.m3u8
CCTV12,http://video.qd.sdu.edu.cn/liverespath/fb84bde1de15cdb0308a7910cebc0497594ae94e/index.m3u8
CCTV13,http://video.qd.sdu.edu.cn/liverespath/8a2f3cd1ae4091c8d073cd239518f24cd4560d8e/index.m3u8
CCTV14,http://video.qd.sdu.edu.cn/liverespath/0e0973e58d4835f4b872548164462930003f77b4/index.m3u8
CCTV15,http://video.qd.sdu.edu.cn/liverespath/59c02d176e7c3b05a62a9bb42be1ca2a92df2e1c/index.m3u8
CETV-1,http://video.qd.sdu.edu.cn/liverespath/85558d86e1bcab9405a28515bc414ba3676ecbde/index.m3u8
CETV-3,http://video.qd.sdu.edu.cn/liverespath/3a13f3b554cd6c3764599392bb43650e4e015b87/index.m3u8
CETV-4,http://video.qd.sdu.edu.cn/liverespath/d9fd740848ee6bc5d883832bba7cafb90524390e/index.m3u8
CHC家庭影院,http://video.qd.sdu.edu.cn/liverespath/449d51febadb152094085d373b9af94a6ac5f1dd/index.m3u8
CHC动作电影,http://video.qd.sdu.edu.cn/liverespath/e0096742f0c5be4c5225cf3c7ab1077177bec05f/index.m3u8
CHC影迷电影,http://video.qd.sdu.edu.cn/liverespath/bca6167afdef7fc773405c38e695b342c1d1eca0/index.m3u8
BRTV北京卫视,http://video.qd.sdu.edu.cn/liverespath/f6555824f9b96b7f0adabeadabbcca1eb143af34/index.m3u8
BRTV北京新闻,http://video.qd.sdu.edu.cn/liverespath/e0f83dca54734aea4920c0125111c84859d2a012/index.m3u8
BRTV北京文艺,http://video.qd.sdu.edu.cn/liverespath/df76b690ed09ed3949eb8579ea5a7728e6cbd03f/index.m3u8
BRTV北京影视,http://video.qd.sdu.edu.cn/liverespath/d68ca2a45a66f1289325852228ee748974c431ca/index.m3u8
BRTV体育休闲,http://video.qd.sdu.edu.cn/liverespath/9535e4def9ec36aaf65f8f87a8af664b81f4bf23/index.m3u8
BRTV北京生活,http://video.qd.sdu.edu.cn/liverespath/89ed1379f4c4cc9a436aacabc882365f512a7595/index.m3u8
BRTV北京青年,http://video.qd.sdu.edu.cn/liverespath/7d476b1bc4c2e717f2525a35e31faf071f648faf/index.m3u8
BRTV北京科教,http://video.qd.sdu.edu.cn/liverespath/72e61aa5ca26beb9dd17a950d2a8c6171a5cd998/index.m3u8
BRTV北京财经,http://video.qd.sdu.edu.cn/liverespath/da4b2d170d47e48cfd4dcd6db27b7088a876aa30/index.m3u8
BRTV卡酷少儿,http://video.qd.sdu.edu.cn/liverespath/b928229e615248d7a2c6f9ea047f25cf37a3a0af/index.m3u8
湖南卫视,http://video.qd.sdu.edu.cn/liverespath/9b1ccba5a2c611bb5d7c96243695572090cca5fd/index.m3u8
浙江卫视,http://video.qd.sdu.edu.cn/liverespath/f650ba03bb4883fe67a1fb7c193a00a4c0c93881/index.m3u8
江苏卫视,http://video.qd.sdu.edu.cn/liverespath/0be64515076e489456de2f33e7b58ff1b392d3b3/index.m3u8
东方卫视,http://video.qd.sdu.edu.cn/liverespath/4015e6015b3b818a4cbc2247960b8536a3cd0153/index.m3u8
安徽卫视,http://video.qd.sdu.edu.cn/liverespath/6e91e17de838dbf7c77f9ed8e41726bd4a1516f5/index.m3u8
辽宁卫视,http://video.qd.sdu.edu.cn/liverespath/73aedb8ffd21b3b8afe4664591d4cb3a5cced827/index.m3u8
深圳卫视,http://video.qd.sdu.edu.cn/liverespath/536ebe8b7165b25c8670e42eb8b7b4b6d178f158/index.m3u8
广东卫视,http://video.qd.sdu.edu.cn/liverespath/57e80ee85ec1f4e523e1bca55f5a676abd292db8/index.m3u8
湖北卫视,http://video.qd.sdu.edu.cn/liverespath/a8e4cf2bade25844b998d7743d83331412ea841f/index.m3u8
山东卫视,http://video.qd.sdu.edu.cn/liverespath/8b205af319dcc92c60a69a96423af21b24a29ca0/index.m3u8
重庆卫视,http://video.qd.sdu.edu.cn/liverespath/b14734af7f740eb61419248c57e25551a7d1093f/index.m3u8
